Ra,feed_rate_mm,rpm,depth_mm,filepath
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e00002a7.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e00002c9.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000317.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000387.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e00004dd.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e000059a.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e00005d4.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000721.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e00007ad.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000837.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e000095c.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000b5e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000bf2.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000cf0.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000d2a.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000dbe.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000e55.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000e6b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-1\1_data\e00\d00\e0000fd0.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000006.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e000003a.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e00000f9.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e000012e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e00001d2.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e00001d9.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000248.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e000024f.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e000033b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e000035e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e000040b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e00004a5.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e00006fc.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000745.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e00008b1.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e00008d9.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000afa.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000b23.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000c09.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000ce6.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000da4.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-10\10_data\e00\d00\e0000fbf.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000182.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e000018f.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e00001e1.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000290.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e00002da.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e000030a.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e00003b8.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000560.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e00006fc.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000700.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000751.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000810.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000885.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e000093e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000a00.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000a0f.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000b21.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000d97.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000ecb.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000f68.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000fec.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-11\11_data\e00\d00\e0000ff7.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e00000c6.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e000033b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e00003a3.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e00003ec.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e00004a3.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000600.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000692.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000739.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000776.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000801.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e000090d.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000990.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e00009aa.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e00009ff.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000a0c.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000a27.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000b88.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000c4e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000d42.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000dad.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000e50.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-12\12_data\e00\d00\e0000ee7.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000149.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000262.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e00002f2.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000305.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e00003e2.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e000059e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e000061b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e00007e9.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e00008e1.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000937.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e000095a.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e000095b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e00009ac.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e00009ca.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e00009ed.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000b0e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000b2d.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000bce.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000bda.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000cdf.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000de2.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-13\13_data\e00\d00\e0000e7b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e00000b1.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000139.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000145.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e00001bc.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e000027a.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e00002c8.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e000032d.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e00004e4.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e000050a.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e000053b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e000091b.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e00009d5.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e00009f7.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000a41.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000aaf.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000ba4.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000be8.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000d1e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000d9e.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000de7.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000e95.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-14\14_data\e00\d00\e0000f9f.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-15\15_data\e00\d00\e000010d.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-15\15_data\e00\d00\e0000209.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-15\15_data\e00\d00\e0000271.au
1.24,5,500,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-5mm\speed-500rpm\doc-0.25mm Ra-1.24\5-500-0.25-15\15_data\e00\d00\e00002c7.au
